epoch,loss,val_loss
0,0.5867998600006104,0.6407411694526672
1,0.5877148509025574,0.6411744356155396
2,0.5759664177894592,0.63141930103302
3,0.5714123249053955,0.6373057961463928
4,0.568472146987915,0.6256732940673828
5,0.5658881664276123,0.6276929974555969
6,0.5631888508796692,0.6282939910888672
7,0.5638081431388855,0.6252011656761169
8,0.5621128082275391,0.6297035813331604
9,0.5577542781829834,0.6230343580245972
10,0.5539824962615967,0.6223690509796143
11,0.5529943704605103,0.6205343008041382
12,0.5503584742546082,0.620518147945404
13,0.5494886040687561,0.6209095120429993
14,0.5489410161972046,0.6218819618225098
15,0.5485906600952148,0.6223533153533936
16,0.5484067797660828,0.6229643821716309
17,0.5484678149223328,0.624187171459198
18,0.5489429831504822,0.6243377923965454
19,0.5490590333938599,0.6246357560157776
20,0.5489707589149475,0.6249638199806213
21,0.5484689474105835,0.6233948469161987
22,0.5473902225494385,0.6227957010269165
23,0.5464555025100708,0.6226513385772705
24,0.5454943776130676,0.6230908036231995
25,0.5457634925842285,0.6223179697990417
26,0.5453042984008789,0.6230994462966919
27,0.5449792742729187,0.6246419548988342
28,0.5445044636726379,0.6244126558303833
29,0.5441465377807617,0.625633716583252
30,0.5444523692131042,0.6254748702049255
31,0.5442900061607361,0.6260216236114502
32,0.5443329811096191,0.6253082156181335
33,0.5442683100700378,0.6264128088951111
34,0.544314980506897,0.6263601779937744
35,0.5445221066474915,0.626168966293335
36,0.5447881817817688,0.624649167060852
37,0.5447073578834534,0.6253137588500977
38,0.5444253087043762,0.6252397298812866
39,0.5434131622314453,0.6249324679374695
40,0.5427210927009583,0.6249425411224365
41,0.5421256422996521,0.6242963671684265
42,0.5415096282958984,0.6240816116333008
